,Rndrng_NPI,Tot_Benes,Tot_Mdcr_Stdzd_Amt,Benef_Labels,Payment_Labels,Label3,Rndrng_Prvdr_Type
7680,1003811563,3543,225567.73999999996,BeneficiarySegment2,PaymentSegment2,4,Cardiology
7710,1003806456,3647,255408.87999999998,BeneficiarySegment2,PaymentSegment2,4,Cardiology
7737,1013179894,2773,281351.67000000004,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
7748,1013929728,2376,203131.38,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
7759,1013250240,1923,204103.64,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
7782,1013246354,1730,265493.21,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
7788,1003814146,2266,213091.91999999995,BeneficiarySegment3,PaymentSegment2,4,Internal Medicine
7801,1013954908,3892,226113.02,BeneficiarySegment2,PaymentSegment2,4,Dermatology
7825,1003814823,2771,242439.12,BeneficiarySegment2,PaymentSegment2,4,Internal Medicine
7847,1013965441,3697,318603.21000000025,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
7913,1003133901,1083,211824.33,BeneficiarySegment4,PaymentSegment2,4,Dermatology
7935,1013988286,3228,250981.35999999996,BeneficiarySegment2,PaymentSegment2,4,Family Practice
7976,1023006293,3279,259359.41,BeneficiarySegment2,PaymentSegment2,4,Gastroenterology
8013,1003980566,697,228686.21,BeneficiarySegment4,PaymentSegment2,4,Orthopedic Surgery
8032,1003979444,1236,218860.08000000002,BeneficiarySegment4,PaymentSegment2,4,Ambulance Service Provider
8036,1013005685,3962,206145.46999999997,BeneficiarySegment2,PaymentSegment2,4,Hematology-Oncology
8097,1013280890,2823,257826.07000000004,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
8108,1003812561,3771,291288.74000000005,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
8123,1013913946,1336,236088.88,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
8126,1003805953,3304,271273.01999999996,BeneficiarySegment2,PaymentSegment2,4,Vascular Surgery
8169,1003805995,2881,254731.25,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
8203,1003975699,1115,383356.27999999997,BeneficiarySegment4,PaymentSegment2,4,Dermatology
8215,1013040450,3407,360952.9199999999,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
8277,1023005568,4169,242583.79000000004,BeneficiarySegment2,PaymentSegment2,4,Cardiology
8312,1003966094,1333,222768.2,BeneficiarySegment3,PaymentSegment2,4,Dermatology
8338,1003812082,3350,237983.15,BeneficiarySegment2,PaymentSegment2,4,Interventional Pain Management
8355,1003064577,3007,381124.87,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
8371,1003952466,2092,322753.17,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
8396,1003813338,1739,287775.43,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
8401,1013918788,1830,247840.6,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
8413,1013958776,3337,245292.67,BeneficiarySegment2,PaymentSegment2,4,Cardiology
8440,1003807116,3484,291323.65,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
8456,1023053303,767,239827.67,BeneficiarySegment4,PaymentSegment2,4,Vascular Surgery
8481,1013234624,3656,328535.92,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
8494,1023003605,870,244076.68000000005,BeneficiarySegment4,PaymentSegment2,4,Neurosurgery
8514,1013003136,2925,285187.43,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
8525,1003804485,3255,211706.83999999997,BeneficiarySegment2,PaymentSegment2,4,Medical Oncology
8586,1013055813,3154,243715.96000000002,BeneficiarySegment2,PaymentSegment2,4,Gynecological Oncology
8633,1013258730,2429,200513.2,BeneficiarySegment3,PaymentSegment2,1,Ophthalmology
8649,1013098946,2048,212401.03999999998,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
8660,1013259167,2457,211095.49,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
8685,1013002849,2569,221340.41,BeneficiarySegment2,PaymentSegment2,4,Orthopedic Surgery
8718,1013002328,2503,234875.44999999995,BeneficiarySegment2,PaymentSegment2,4,Neurology
8739,1003109059,787,204922.59999999998,BeneficiarySegment4,PaymentSegment2,4,Dermatology
8755,1003098351,1007,356366.55999999994,BeneficiarySegment4,PaymentSegment2,4,Orthopedic Surgery
8771,1003961236,2059,206466.28000000003,BeneficiarySegment3,PaymentSegment2,4,Gastroenterology
8800,1003960212,1976,361333.38999999996,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
8805,1003935479,3446,243296.47999999995,BeneficiarySegment2,PaymentSegment2,4,Urology
8836,1003812942,436,229598.36,BeneficiarySegment5,PaymentSegment2,4,General Surgery
8845,1013954742,2990,251651.47000000003,BeneficiarySegment2,PaymentSegment2,4,Dermatology
8884,1013918317,1987,266810.32999999996,BeneficiarySegment3,PaymentSegment2,4,Vascular Surgery
8921,1013079649,1860,337986.55,BeneficiarySegment3,PaymentSegment2,4,Radiation Oncology
8947,1013917061,1889,248274.27,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
8972,1023042280,2555,234549.93,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
8988,1023047552,2799,252185.63999999993,BeneficiarySegment2,PaymentSegment2,4,Nephrology
9005,1013943950,2837,255654.62999999998,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
9030,1013944032,2582,218147.28000000003,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
9075,1013177609,1950,206049.0099999999,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
9104,1003055179,2475,303054.17,BeneficiarySegment3,PaymentSegment2,4,Interventional Cardiology
9136,1003897794,2499,233341.05,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
9149,1003076886,2114,357649.16999999987,BeneficiarySegment3,PaymentSegment2,4,Neurology
9171,1013155092,1370,226900.53000000006,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
9196,1013947639,3964,243938.66,BeneficiarySegment2,PaymentSegment2,4,Cardiology
9243,1003901703,3708,213018.61000000002,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
9254,1003825035,2582,284515.61999999994,BeneficiarySegment2,PaymentSegment2,4,Cardiology
9288,1003831066,3101,249322.55000000005,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
9306,1013947670,2880,252502.60999999996,BeneficiarySegment2,PaymentSegment2,4,Interventional Cardiology
9346,1003903071,3601,246906.74,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
9363,1003905290,3956,326110.6800000001,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
9431,1013996867,1328,208991.43,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
9436,1003075797,2360,313982.55000000005,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
9441,1023037082,2343,209092.15000000002,BeneficiarySegment3,PaymentSegment2,4,Internal Medicine
9467,1023036308,1768,220375.36000000002,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
9481,1013085810,4346,315230.76999999996,BeneficiarySegment2,PaymentSegment2,4,Cardiology
9517,1013993955,2032,266487.03,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
9555,1003827171,2509,255555.34000000003,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
9569,1013984723,2402,270304.76,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
9584,1023018744,3865,280181.14,BeneficiarySegment2,PaymentSegment2,4,Urology
9612,1003037300,3504,237167.77,BeneficiarySegment2,PaymentSegment2,4,Gastroenterology
9629,1013943943,3721,307954.45,BeneficiarySegment2,PaymentSegment2,4,Cardiology
9665,1013905389,4308,359940.81000000006,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
9682,1023018470,1638,273645.43,BeneficiarySegment3,PaymentSegment2,4,Plastic and Reconstructive Surgery
9719,1013986629,1347,327888.64,BeneficiarySegment3,PaymentSegment2,4,Rheumatology
9740,1023014347,2298,267417.69,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
9757,1023040748,3017,218845.02999999997,BeneficiarySegment2,PaymentSegment2,4,Pain Management
9781,1003088675,1915,238664.12000000005,BeneficiarySegment3,PaymentSegment2,4,Otolaryngology
9802,1013983089,3682,358861.87999999995,BeneficiarySegment2,PaymentSegment2,4,General Practice
9820,1013904689,2763,243601.92000000004,BeneficiarySegment2,PaymentSegment2,4,Orthopedic Surgery
9865,1013094382,2684,211368.21000000005,BeneficiarySegment2,PaymentSegment2,4,Hematology-Oncology
9909,1023011269,2439,267880.42999999993,BeneficiarySegment3,PaymentSegment2,4,Clinical Cardiac Electrophysiology
9954,1003907460,2575,213373.41999999998,BeneficiarySegment2,PaymentSegment2,4,Neurology
9965,1013985217,2202,279244.70000000007,BeneficiarySegment3,PaymentSegment2,4,Dermatology
9993,1003828823,2612,246326.93,BeneficiarySegment2,PaymentSegment2,4,Medical Oncology
10036,1003828716,2752,290026.27,BeneficiarySegment2,PaymentSegment2,4,Cardiology
10047,1003093600,3512,311097.80000000005,BeneficiarySegment2,PaymentSegment2,4,Cardiology
10073,1023039468,337,233798.86999999997,BeneficiarySegment5,PaymentSegment2,4,Neurosurgery
10086,1013904606,3811,213955.87999999998,BeneficiarySegment2,PaymentSegment2,4,Internal Medicine
10115,1003083247,2389,291074.04000000004,BeneficiarySegment3,PaymentSegment2,4,Dermatology
10147,1003842626,863,275724.49,BeneficiarySegment4,PaymentSegment2,4,Ambulatory Surgical Center
10155,1003832221,3565,233941.30000000002,BeneficiarySegment2,PaymentSegment2,4,Urology
10200,1003079187,916,349268.47000000003,BeneficiarySegment4,PaymentSegment2,4,Ambulatory Surgical Center
10220,1013179712,2202,245576.61000000007,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
10239,1003139932,3919,269604.35,BeneficiarySegment2,PaymentSegment2,4,Cardiology
10263,1013904986,2952,292037.82,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10280,1003898289,2879,293836.01000000007,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10295,1013984756,1842,320489.62,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
10299,1003813221,1095,358284.93000000005,BeneficiarySegment4,PaymentSegment2,4,Ambulatory Surgical Center
10311,1013170596,1792,215996.53999999995,BeneficiarySegment3,PaymentSegment2,4,Gastroenterology
10334,1003885575,3142,253316.5,BeneficiarySegment2,PaymentSegment2,4,Family Practice
10358,1023032646,3918,300925.5,BeneficiarySegment2,PaymentSegment2,4,Internal Medicine
10388,1003893199,2765,225663.28000000006,BeneficiarySegment2,PaymentSegment2,4,Hematology-Oncology
10444,1003843830,612,232985.47000000003,BeneficiarySegment4,PaymentSegment2,4,Thoracic Surgery
10455,1013982453,3362,278143.87000000005,BeneficiarySegment2,PaymentSegment2,4,Anesthesiology
10480,1013907476,3591,303227.02999999985,BeneficiarySegment2,PaymentSegment2,4,Cardiology
10505,1003908591,3419,254389.22000000003,BeneficiarySegment2,PaymentSegment2,4,Cardiology
10520,1003832866,2647,226408.65999999997,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10534,1003892324,2982,251044.4,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10545,1003884461,2757,242618.68,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
10588,1003837758,4105,229575.73000000004,BeneficiarySegment2,PaymentSegment2,4,Family Practice
10620,1023037215,2699,209156.99,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10639,1013170695,3844,225536.89,BeneficiarySegment2,PaymentSegment2,4,Pathology
10655,1003891433,3813,207404.59,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10669,1013984269,3179,293429.36,BeneficiarySegment2,PaymentSegment2,4,Interventional Cardiology
10701,1003145087,3907,203440.11000000004,BeneficiarySegment2,PaymentSegment2,4,Dermatology
10723,1013950542,2632,227999.77999999997,BeneficiarySegment2,PaymentSegment2,4,Nephrology
10744,1023041464,2362,226476.09000000008,BeneficiarySegment3,PaymentSegment2,4,Urology
10773,1003106824,3352,340914.13,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10796,1023031598,2877,294785.43,BeneficiarySegment2,PaymentSegment2,4,Cardiology
10823,1023017019,3506,280341.35,BeneficiarySegment2,PaymentSegment2,4,Cardiology
10850,1013098870,4138,230605.22,BeneficiarySegment2,PaymentSegment2,4,Hematology-Oncology
10911,1023031770,2899,213275.38,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10925,1003044058,3032,294552.98,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
10946,1013991892,1398,263152.12000000005,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
10979,1003893223,3437,267719.15,BeneficiarySegment2,PaymentSegment2,4,Gastroenterology
10999,1003888074,3058,227254.34,BeneficiarySegment2,PaymentSegment2,4,Hematology-Oncology
11058,1003093774,1416,212253.85,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
11079,1003030685,3742,281286.5,BeneficiarySegment2,PaymentSegment2,4,Cardiology
11108,1013900513,3767,237123.25999999998,BeneficiarySegment2,PaymentSegment2,4,Internal Medicine
11135,1013966878,2100,201307.02999999997,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
11148,1003899857,3916,312629.66000000003,BeneficiarySegment2,PaymentSegment2,4,Cardiology
11180,1003821521,3176,245776.94999999998,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
11198,1013984699,2742,304653.19,BeneficiarySegment2,PaymentSegment2,4,Orthopedic Surgery
11217,1003912783,2671,207988.64000000004,BeneficiarySegment2,PaymentSegment2,4,Gastroenterology
11237,1013165141,2587,207925.79999999996,BeneficiarySegment2,PaymentSegment2,4,Cardiology
11263,1003143033,3960,215777.83,BeneficiarySegment2,PaymentSegment2,4,Pathology
11269,1013163211,3755,327027.36,BeneficiarySegment2,PaymentSegment2,4,Dermatology
11310,1003019092,2210,208459.86000000002,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
11323,1003029836,2862,256541.96,BeneficiarySegment2,PaymentSegment2,4,Urology
11354,1013900182,3510,268213.98000000004,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
11378,1013910090,4277,323304.02999999997,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
11391,1023030301,2222,203069.01999999993,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
11419,1003888421,3379,219031.83000000002,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
11470,1013104116,3030,304732.85000000003,BeneficiarySegment2,PaymentSegment2,4,Ambulance Service Provider
11475,1003028556,2821,347488.56,BeneficiarySegment2,PaymentSegment2,4,Neurology
11494,1003835505,4001,261351.09000000003,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
11512,1013164086,2809,206165.55999999997,BeneficiarySegment2,PaymentSegment2,4,Critical Care (Intensivists)
11538,1003029075,3551,288013.34,BeneficiarySegment2,PaymentSegment2,4,Pulmonary Disease
11564,1013953728,2084,375087.4599999999,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
11582,1003034034,1834,206689.97,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
11595,1023017142,2381,201446.56999999998,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
11610,1013960129,2277,248274.86,BeneficiarySegment3,PaymentSegment2,4,Thoracic Surgery
11638,1003849001,2641,274849.01,BeneficiarySegment2,PaymentSegment2,4,Gastroenterology
11659,1013939198,2752,244804.00000000003,BeneficiarySegment2,PaymentSegment2,4,Interventional Pain Management
11691,1003145038,1942,201636.28000000003,BeneficiarySegment3,PaymentSegment2,4,Diagnostic Radiology
11699,1003138058,1499,206457.77,BeneficiarySegment3,PaymentSegment2,4,Neurology
11720,1003870973,2913,302528.44999999995,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
11733,1013924570,4110,253389.34999999995,BeneficiarySegment2,PaymentSegment2,4,Dermatology
11766,1013924513,2978,235742.71,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
11779,1003859877,2979,207119.04999999996,BeneficiarySegment2,PaymentSegment2,4,Gastroenterology
11804,1003806969,1696,278994.71,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
11810,1013975903,3512,260815.41999999995,BeneficiarySegment2,PaymentSegment2,4,Hematology-Oncology
11868,1013942713,2369,343191.7899999999,BeneficiarySegment3,PaymentSegment2,4,Diagnostic Radiology
11889,1013902964,1400,247191.02,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
11893,1013974450,4232,348901.58,BeneficiarySegment2,PaymentSegment2,4,Anesthesiology
11922,1023056306,3862,305447.31,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
11941,1023056280,3788,208189.87999999998,BeneficiarySegment2,PaymentSegment2,4,Hematology-Oncology
12007,1023001369,2086,280717.35,BeneficiarySegment3,PaymentSegment2,4,Ambulance Service Provider
12012,1013129105,2579,234389.06999999998,BeneficiarySegment2,PaymentSegment2,4,Cardiology
12053,1003989781,1782,225674.52000000002,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
12067,1003989633,2212,234023.27999999997,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
12086,1013931526,2543,221140.90999999992,BeneficiarySegment2,PaymentSegment2,4,Medical Oncology
12148,1023000437,2319,312134.43000000005,BeneficiarySegment3,PaymentSegment2,4,Dermatology
12169,1013975119,2429,334372.8899999999,BeneficiarySegment3,PaymentSegment2,4,Pulmonary Disease
12202,1023054897,2686,261807.55,BeneficiarySegment2,PaymentSegment2,4,Diagnostic Radiology
12213,1013974393,1871,202336.32,BeneficiarySegment3,PaymentSegment2,4,Sports Medicine
12238,1003879925,3370,295018.81,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
12254,1023054806,2712,213419.73,BeneficiarySegment2,PaymentSegment2,4,Cardiology
12272,1003809641,2169,211273.88999999996,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
12289,1003019019,4024,361455.0099999999,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
12309,1003013970,2274,203500.59000000003,BeneficiarySegment3,PaymentSegment2,4,Ophthalmology
12323,1013153014,2549,212013.06,BeneficiarySegment2,PaymentSegment2,4,Pulmonary Disease
12344,1003873894,3958,332534.93,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
12359,1013938331,3060,287015.5,BeneficiarySegment2,PaymentSegment2,4,Cardiology
12384,1003996844,2070,225103.19000000003,BeneficiarySegment3,PaymentSegment2,4,Neurology
12419,1013980713,3459,290927.22000000003,BeneficiarySegment2,PaymentSegment2,4,Orthopedic Surgery
12453,1013911791,3667,350424.87000000005,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
12475,1003839838,2695,239072.37999999998,BeneficiarySegment2,PaymentSegment2,4,Cardiology
12499,1003839754,3083,204823.24000000002,BeneficiarySegment2,PaymentSegment2,4,Family Practice
12510,1013911593,4282,299235.39,BeneficiarySegment2,PaymentSegment2,4,Medical Oncology
12580,1003881632,3265,301514.3400000001,BeneficiarySegment2,PaymentSegment2,4,Orthopedic Surgery
12605,1013110998,3146,262432.88,BeneficiarySegment2,PaymentSegment2,4,Interventional Cardiology
12638,1003009861,2158,202808.36,BeneficiarySegment3,PaymentSegment2,4,Cardiology
12668,1013931716,2049,340419.92000000004,BeneficiarySegment3,PaymentSegment2,4,Radiation Oncology
12710,1013911361,3738,309512.9600000001,BeneficiarySegment2,PaymentSegment2,4,Pain Management
12758,1013911072,3271,321102.38999999996,BeneficiarySegment2,PaymentSegment2,4,Ophthalmology
12774,1013910975,3715,218314.06000000003,BeneficiarySegment2,PaymentSegment2,4,Optometry
12792,1013004290,1540,216538.57,BeneficiarySegment3,PaymentSegment2,4,Orthopedic Surgery
